Chrom	Start	End	Strand	Func_num	Threep_usage	Fivep_usage
chr20	39708725	39708820	+	0	1.0	1.0
chr7	139838905	139838990	-	0	1.0	1.0
chr1	46745164	46745286	-	0	0.9977827051	0.995192307692
chr21	17236587	17236765	+	0	1.0	1.0
chr17	74309902	74309972	-	0	1.0	1.0
chr22	19455396	19455526	-	0	1.0	1.0
chr4	83769957	83770130	-	0	0.998596819457	0.998198198198
chr22	40754868	40755039	+	0	1.0	1.0
chr6	43153194	43153348	+	0	0.965517241379	0.941176470588
chr11	65688355	65688443	+	0	1.0	1.0
chr7	23357258	23357332	-	0	1.0	1.0
chr2	97890543	97890616	+	0	0.285714285714	1.0
chr13	76111800	76111811	-	0	1.0	1.0
chr8	22267459	22267628	+	3	0.06	0.0582061068702
chr2	166788268	166788366	-	0	1.0	1.0
chr19	53987004	53987091	+	0	1.0	1.0
chr2	170657462	170657536	+	0	1.0	1.0
chr11	67068959	67069122	+	0	1.0	1.0
chr3	160225895	160226057	-	0	1.0	1.0
chr7	30100500	30100558	+	0	1.0	1.0
chr14	31171502	31171581	+	0	0.977229601518	0.981900452489
chr19	33464332	33464468	+	0	0.75	1.0
chr2	98306719	98306790	+	0	0.888888888889	0.666666666667
chr16	2279571	2282365	+	0	1.0	1.0
chr12	49218946	49219026	+	0	1.0	1.0
chr16	89755660	89755732	+	0	0.625	0.7
chr7	17915292	17915413	-	0	1.0	1.0
chr1	15892577	15892675	+	0	1.0	1.0
chr1	10335486	10335561	+	0	1.0	1.0
chr16	31496140	31496244	+	0	1.0	1.0
chr1	150799019	150799093	-	0	1.0	1.0
chr9	131245095	131245166	+	0	1.0	1.0
chr12	111085554	111085698	+	0	1.0	1.0
chr7	121718916	121719004	-	0	1.0	1.0
chr4	144456008	144456117	+	0	1.0	1.0
chr17	7123783	7123995	+	0	0.996	0.997811816193
chr16	31383699	31383830	+	0	1.0	1.0
chr7	99082831	99082991	+	0	0.08	0.115384615385
chr7	27671955	27672064	-	0	0.993548387097	1.0
chr2	102499013	102499147	+	0	1.0	1.0
chr9	115969492	115969576	-	0	0.992537313433	0.986666666667
chr1	90475647	90475845	+	0	1.0	1.0
chr9	117045989	117046042	+	0	0.994923857868	0.996240601504
chr2	218672798	218672830	-	0	0.990384615385	0.990654205607
chr5	31511142	31511283	-	0	1.0	1.0
chr16	22327922	22328007	+	0	1.0	1.0
chr1	16458559	16458768	-	0	1.0	1.0
chr2	135199329	135199486	+	0	1.0	1.0
chr21	46193462	46193602	-	0	1.0	1.0
chr6	37897735	37897775	+	0	1.0	1.0
chr21	34160923	34161012	+	0	0.833333333333	0.8
chr8	145619328	145619375	-	0	1.0	1.0
chr2	170865314	170865450	+	0	1.0	1.0
chr4	83349171	83349332	-	0	0.996721311475	0.992700729927
chr6	131481199	131481338	+	0	1.0	1.0
chr11	8435042	8435239	-	0	0.875	0.75
chr1	24980797	24980834	+	0	0.00943396226415	0.018691588785
chr4	73968093	73968264	-	0	1.0	1.0
chr20	37277286	37277341	+	0	1.0	1.0
chr21	45930822	45930954	+	0	0.363636363636	0.263157894737
chr4	152053483	152053535	-	0	1.0	1.0
chr22	29738274	29738372	-	0	1.0	1.0
chr2	102460563	102460773	+	0	1.0	1.0
chr7	129497351	129497403	-	0	0.958064516129	0.948412698413
chr19	30462100	30462134	+	0	0.588235294118	0.663461538462
chr10	12280456	12280484	+	0	0.990566037736	0.99173553719
chr20	34827743	34828547	+	0	1.0	1.0
chr4	3144493	3144613	+	0	0.987179487179	0.987179487179
chr21	46330199	46330287	-	0	1.0	1.0
chr1	21932559	21932690	-	0	1.0	1.0
chr6	158053866	158053914	+	0	1.0	1.0
chr14	56118005	56118093	+	0	0.030612244898	0.040404040404
chr1	11856263	11856456	-	0	1.0	1.0
chr3	52783708	52783845	-	0	0.777777777778	0.766233766234
chr12	105553779	105553926	+	0	1.0	1.0
chr6	128385903	128385939	-	0	1.0	1.0
chr11	6470536	6470676	-	0	1.0	1.0
chr11	128846458	128846529	-	0	1.0	1.0
chr11	67168539	67168670	-	0	0.880165289256	0.961077844311
chr19	50918981	50919785	+	0	0.931034482759	1.0
chr13	95768176	95768255	-	0	1.0	1.0
chr6	74190041	74190090	+	0	0.101694915254	0.539130434783
chr4	114288722	114289007	+	0	1.0	1.0
chr6	158322930	158323077	+	0	1.0	1.0
chr3	9475529	9475634	+	0	0.983050847458	0.990697674419
chr2	171497552	171497676	-	0	0.833333333333	0.714285714286
chr3	58494620	58494752	-	0	1.0	1.0
chr3	171417535	171417616	-	1	0.973684210526	0.981308411215
chr6	2124921	2124965	-	0	1.0	1.0
chr11	124949008	124949143	+	0	1.0	1.0
chr16	2215858	2215937	+	0	0.0551301684533	1.0
chr5	68602644	68602729	-	0	0.833333333333	0.875
chr7	97488166	97488267	-	0	1.0	1.0
chr16	28880598	28880704	+	0	0.00262467191601	1.0
chr13	115004825	115004965	+	0	0.996466431095	1.0
chr11	61083757	61083865	-	0	0.998789346247	0.999133448873
chr10	121336359	121336417	-	1	0.337522441652	0.454142011834
chr19	1369264	1369339	+	0	1.0	1.0
chr12	132636283	132636365	+	0	1.0	1.0
chr1	31532051	31532424	-	0	1.0	0.985294117647
chr6	42830248	42830350	+	0	1.0	1.0
chr3	11350458	11350535	+	0	1.0	1.0
chr4	83791478	83791577	-	0	0.986125933831	0.984337349398
chr12	19440407	19440490	+	0	0.894736842105	0.789473684211
chr19	46025426	46025475	+	0	0.93893129771	0.941176470588
chr4	147363935	147363973	-	0	0.898734177215	0.898734177215
chr14	62244790	62244858	+	0	1.0	1.0
chr17	73625788	73625922	-	0	1.0	1.0
chr15	78584958	78585227	-	0	0.00527704485488	0.997361477573
chr9	125642272	125642404	-	0	0.984848484848	0.985915492958
chr10	86133375	86133571	+	0	1.0	1.0
chr5	126250622	126250826	-	0	0.9375	0.9375
chr7	111535668	111535774	-	0	1.0	1.0
chr6	90409320	90409446	-	0	1.0	1.0
chr2	238004465	238004527	+	0	1.0	1.0
chr2	55471165	55471369	-	0	1.0	1.0
chr12	28408514	28408595	+	0	0.0625	0.0909090909091
chr17	41338267	41338461	+	0	1.0	1.0
chr2	232029914	232030000	+	0	1.0	1.0
chr7	129520719	129520811	-	0	1.0	0.00606060606061
chr15	65628150	65628294	-	0	1.0	1.0
chr1	25140585	25140710	+	0	1.0	1.0
chr17	10595189	10595281	-	0	0.989247311828	0.987012987013
chr17	17150794	17150874	-	0	0.977777777778	0.977011494253
chr8	101276899	101277013	-	0	1.0	1.0
chrX	19443649	19443808	-	0	1.0	1.0
chr4	113298886	113299054	+	0	0.333333333333	1.0
chr5	34033409	34033563	-	0	0.978723404255	0.967741935484
chr13	41523942	41524109	-	0	1.0	1.0
chr14	57700706	57700750	-	0	1.0	1.0
chr19	6415152	6415312	-	0	1.0	1.0
chr1	6880241	6880310	+	0	0.604651162791	0.83
chr17	79425839	79425995	+	0	1.0	1.0
chr9	79917831	79917978	+	0	1.0	1.0
chr2	191840538	191840613	-	0	1.0	1.0
chr16	20800801	20800879	-	0	1.0	1.0
chr6	168366437	168366725	+	0	1.0	1.0
chr2	109109029	109109246	+	0	1.0	1.0
chrX	100353433	100353528	+	0	0.965517241379	0.928571428571
chr20	40084440	40084619	-	0	1.0	1.0
chr7	92932772	92932862	+	0	0.896551724138	0.9375
chr17	40843402	40843529	+	0	1.0	1.0
chr7	99001021	99001128	-	0	1.0	1.0
chr14	54903087	54903155	-	0	0.995114006515	0.99909118449
chr12	56956201	56956367	+	0	0.958333333333	0.962962962963
chr10	22828900	22829003	-	0	1.0	1.0
chr9	123182066	123182238	-	0	1.0	1.0
chr2	220079683	220079804	-	0	1.0	1.0
chr13	52330468	52330598	+	0	1.0	1.0
chrX	48832430	48832523	-	0	1.0	1.0
chr15	44849687	44849848	+	0	1.0	1.0
chrX	70467195	70467360	-	0	1.0	1.0
chrX	153663620	153663851	+	0	1.0	1.0
chr17	76122858	76123055	-	0	0.0134228187919	0.997854077253
chr10	79741912	79742076	-	0	1.0	1.0
chr5	37157772	37157970	-	0	0.8	1.0
chr11	118958965	118959018	+	0	0.814207650273	0.844339622642
chr9	36083362	36083559	+	0	1.0	1.0
chr17	7348589	7348728	+	0	1.0	1.0
chr1	60333922	60334023	+	0	1.0	1.0
chr8	145154606	145154747	-	0	1.0	1.0
chr7	129679304	129679387	-	0	1.0	1.0
chr10	98711860	98711953	+	0	1.0	1.0
chr9	132866699	132866829	+	0	0.994444444444	0.993150684932
chr2	44128459	44128663	-	0	1.0	1.0
chr18	59742012	59742054	-	0	1.0	1.0
chr16	75674082	75674247	-	0	0.992015968064	0.988795518207
chr10	88230749	88230860	-	0	1.0	1.0
chr5	36972047	36972143	+	0	1.0	1.0
chr2	61753555	61753656	-	0	1.0	1.0
chr17	76794482	76794633	-	0	1.0	1.0
chr14	75245150	75245386	+	0	1.0	1.0
chr7	966189	966280	-	0	1.0	1.0
chr8	42218614	42218720	+	0	0.00925925925926	0.0446428571429
chr1	151504878	151505048	+	0	1.0	1.0
chr9	123785682	123785797	-	0	0.999066293184	0.999111900533
chr12	72041529	72041593	-	0	0.833333333333	0.857142857143
chr14	74443027	74443115	-	0	1.0	1.0
chr4	42629012	42629126	-	0	1.0	1.0
chr11	134890	134947	-	0	0.642857142857	0.285714285714
chr1	53370318	53370505	-	0	0.9625	0.977528089888
chr22	38040644	38040712	+	0	1.0	1.0
chr22	43567825	43567906	-	0	0.992063492063	0.993902439024
chr6	145148747	145148812	+	0	1.0	1.0
chr4	122591109	122591167	-	0	1.0	1.0
chr2	183806798	183806891	-	0	1.0	1.0
chr14	37194775	37194882	-	0	1.0	1.0
chr21	47650241	47650441	+	0	0.0294117647059	0.0571428571429
chr10	103789395	103789502	-	0	1.0	1.0
chr19	45395650	45395717	+	0	0.996621621622	0.998717948718
chr7	99709351	99709452	-	0	1.0	1.0
chr19	41312460	41312579	+	0	0.971428571429	0.975609756098
chr3	112260650	112260731	-	0	1.0	1.0
chr16	3725325	3725398	-	0	1.0	1.0
chr16	89775635	89775843	-	0	0.988636363636	0.988636363636
chr1	21793489	21793802	+	0	0.3	1.0
chr8	66647029	66647129	-	0	1.0	1.0
chr4	57352491	57352563	+	0	1.0	1.0
chr12	58024983	58025147	-	0	0.875	0.928571428571
chr17	27423779	27424368	-	0	1.0	1.0
chr4	70350926	70351145	-	0	0.943820224719	0.94623655914
chr2	42997283	42997722	-	0	0.969581749049	1.0
chr13	98811746	98811852	+	1	0.0888888888889	0.0786516853933
chr3	184570288	184570355	+	0	1.0	1.0
chr7	65554263	65554322	+	0	0.995041322314	0.995319812793
chr14	35871600	35871740	-	1	1.0	1.0
chr17	17924437	17924977	-	0	0.306451612903	0.967213114754
chr2	228130591	228130651	-	0	1.0	1.0
chr10	48903539	48903590	-	0	1.0	1.0
chr15	60747202	60747361	-	0	0.988235294118	0.984848484848
chr6	116544197	116544294	+	0	1.0	1.0
chr4	100851607	100851778	-	0	1.0	1.0
chr12	123907591	123907704	-	0	1.0	1.0
chr11	124971097	124971199	-	0	0.9375	1.0
chr10	64905969	64906053	+	0	0.992481203008	0.992125984252
chr1	70715635	70715730	+	0	0.927419354839	1.0
chrX	48320393	48320530	-	0	1.0	1.0
chr7	105146402	105146503	-	0	1.0	1.0
chr19	49982220	49982304	+	0	0.444444444444	0.875
chrX	41010174	41010310	+	0	0.981132075472	0.971428571429
chr10	134161488	134161860	+	0	1.0	1.0
chr1	32849431	32849598	-	0	0.782696177062	0.978346456693
chr8	27290952	27291069	+	0	1.0	1.0
chr14	67736418	67736500	+	0	1.0	1.0
chr14	35263955	35264093	-	0	1.0	1.0
chr2	165809217	165809291	-	0	1.0	1.0
chr16	88926301	88926380	+	0	1.0	1.0
chr12	57578109	57578235	+	0	1.0	1.0
chr3	157839892	157840087	+	0	1.0	1.0
chr12	57999354	57999514	+	0	0.43137254902	0.816326530612
chr9	119202888	119203071	-	0	1.0	1.0
chr1	46079965	46080038	+	0	1.0	1.0
chr13	76412276	76412332	+	1	1.0	1.0
chr1	28365350	28365416	-	0	0.990291262136	0.992063492063
chr5	149777917	149778014	+	0	1.0	1.0
chr1	155184359	155184475	-	0	1.0	1.0
chr19	7690766	7690930	-	0	1.0	1.0
chr10	49609655	49609825	+	0	1.0	1.0
chr15	59399521	59399649	+	0	1.0	1.0
chr16	3794895	3794962	-	0	1.0	1.0
chr1	46736331	46736457	+	0	1.0	1.0
chr8	87556968	87557066	+	0	1.0	1.0
chr18	45394694	45394828	-	0	1.0	1.0
chr17	47375468	47376286	-	0	1.0	1.0
chr17	55926601	55926771	-	0	1.0	1.0
chr12	7016479	7016609	+	0	1.0	1.0
chr17	76818019	76818086	-	0	1.0	1.0
chr7	44525130	44525221	-	0	0.0823529411765	0.0602409638554
chr14	20927547	20927599	-	0	1.0	1.0
chr3	48692477	48692634	-	0	1.0	1.0
chr6	28365781	28366250	-	0	1.0	1.0
chr7	107545806	107545949	+	0	1.0	1.0
chr7	99954373	99954506	+	0	0.990099009901	0.945454545455
chr2	96944285	96944449	-	0	1.0	1.0
chr21	34906885	34907059	-	0	1.0	1.0
chr1	173819465	173819617	+	0	0.897435897436	0.956284153005
chr17	43111303	43111410	-	0	0.0839160839161	0.0965517241379
chr7	135327940	135328106	+	0	0.997126436782	0.995850622407
chr16	15023108	15023888	+	0	1.0	0.142857142857
chr3	128631350	128631548	+	0	1.0	1.0
chr7	100173494	100173631	-	0	0.975	0.967741935484
chr2	55883266	55883355	-	0	0.994505494505	0.994845360825
chr2	85826648	85826825	-	0	0.957013574661	0.958241758242
chr3	43331232	43331281	+	0	0.111111111111	0.272727272727
chr9	6565354	6565429	-	0	1.0	1.0
chrX	153633169	153633255	-	0	1.0	1.0
chr10	102289123	102289263	-	0	1.0	0.0204545454545
chr12	6630964	6631203	+	0	0.989130434783	0.996428571429
chr21	45457673	45457808	+	0	1.0	1.0
chr19	21588563	21588658	+	0	0.307692307692	1.0
chr11	118243222	118243381	+	0	1.0	1.0
chr1	203807094	203807192	+	0	1.0	1.0
chr12	57178637	57178800	+	0	0.857142857143	0.941176470588
chr12	56552468	56553514	+	4	0.998783454988	0.98292771522
chr7	80300293	80300480	+	0	1.0	1.0
chr1	119689576	119689692	+	0	1.0	1.0
chr15	25615713	25616959	-	0	1.0	1.0
chr10	75570557	75570661	-	0	1.0	1.0
chr7	1997264	1997354	-	0	1.0	1.0
chr1	203797427	203797550	+	0	0.997584541063	0.998552821997
chr19	2097928	2097954	+	0	1.0	1.0
chr14	99969948	99969981	+	0	1.0	1.0
chr20	49181506	49181606	+	0	1.0	1.0
chr17	59445688	59445855	+	0	1.0	1.0
chr6	42644521	42644611	+	0	0.995708154506	0.993788819876
chr11	18420978	18421095	+	0	0.998824604937	0.99881172432
chr6	152542561	152542694	-	0	1.0	1.0
chr2	149522524	149522715	+	0	1.0	1.0
chr3	62204525	62204657	+	0	1.0	1.0
chr14	24761858	24761990	-	0	0.926380368098	0.965753424658
chr16	31104633	31104742	-	0	0.734628693106	0.858024691358
chr20	62703223	62703294	+	0	0.977777777778	1.0
chr1	47150163	47150274	-	0	1.0	1.0
chr10	115890906	115891095	-	0	1.0	1.0
chr7	149427518	149427658	+	0	1.0	1.0
chr14	53184947	53185070	+	0	0.997395833333	0.997849462366
chr8	141545567	141545668	-	0	0.990654205607	0.985507246377
chr4	160272211	160272333	+	0	0.575757575758	0.358974358974
chr20	61488747	61488990	-	0	0.954128440367	0.967532467532
chr15	49924368	49924499	+	0	0.015625	1.0
chr14	23417077	23417222	-	2	0.894459102902	0.957968476357
chr5	68662330	68662422	-	0	0.99772985244	0.997655334115
chr19	8368739	8368972	-	0	0.980535279805	0.977635782748
chr12	120241010	120241193	-	0	0.761904761905	0.6875
chr4	69692128	69692215	+	0	1.0	1.0
chr16	30006664	30006784	-	0	1.0	1.0
chr20	10616944	10617086	+	0	1.0	1.0
chr12	7061180	7061340	+	0	0.0238095238095	0.972972972973
chr10	79584142	79584234	-	0	1.0	1.0
chr1	155581973	155582107	+	0	1.0	1.0
chr15	75639544	75639814	+	0	0.8	1.0
chr15	70347388	70347637	-	0	1.0	1.0
chr11	11971911	11972029	+	0	1.0	1.0
chr3	10076379	10076482	+	0	1.0	1.0
chr14	61434947	61435115	+	0	0.994397759104	0.714285714286
chr9	71679854	71679959	+	0	1.0	0.0975609756098
chr1	235758700	235758811	-	0	1.0	1.0
chr16	69951612	69951786	+	0	1.0	1.0
chr19	32838151	32838244	+	0	0.944444444444	0.9375
chr1	200550329	200550422	-	0	1.0	1.0
chr11	77622016	77622198	-	0	0.314814814815	0.459854014599
chr16	56545071	56545196	-	0	1.0	1.0
chr11	57193014	57193182	-	0	0.0833333333333	0.894736842105
chr12	101773149	101773336	+	0	1.0	1.0
chr7	95820421	95820559	-	0	1.0	1.0
chr6	52130033	52130183	-	0	0.154385964912	0.158813263525
chr6	43017145	43017400	-	0	1.0	1.0
chr6	170889090	170889193	-	0	0.889705882353	0.94094488189
chr6	30592660	30592719	+	0	0.999164578112	0.999375
chrX	48380581	48380640	+	0	0.0355329949239	0.0742574257426
chr19	19114977	19115455	-	0	0.988700564972	0.990243902439
chr20	43580474	43580643	-	0	1.0	1.0
chr1	78177432	78177540	-	0	0.992063492063	0.969696969697
chr1	43777976	43778272	+	0	1.0	1.0
chr3	112272127	112272176	-	0	0.952941176471	0.955056179775
chrX	43552538	43552675	+	0	1.0	1.0
chr16	2154499	2154643	-	0	1.0	1.0
chr7	100224887	100225114	-	0	0.998402555911	0.996598639456
chr9	96026199	96026315	+	0	1.0	1.0
chr19	19788673	19788795	+	0	0.916666666667	0.333333333333
chr16	4776660	4776781	-	0	0.526315789474	0.959459459459
chr9	134342950	134343140	+	0	1.0	1.0
chr1	183515101	183515472	+	0	1.0	1.0
chr20	30948513	30948609	+	0	0.0246913580247	0.0595238095238
chrX	27187153	27187257	-	0	0.666666666667	0.333333333333
chr7	32609632	32609766	+	0	0.993421052632	0.993464052288
chr17	80020737	80020849	-	0	1.0	1.0
chr10	118424272	118424458	-	0	1.0	1.0
chr9	139564058	139564173	+	0	1.0	1.0
chr10	97117388	97117560	-	0	1.0	1.0
chr15	52257946	52258701	-	0	1.0	1.0
chr7	975011	975141	-	0	1.0	1.0
chr13	48936951	48937093	+	0	1.0	1.0
chr2	171884849	171884915	-	2	1.0	1.0
chr2	11359092	11359152	-	0	1.0	1.0
chr3	105420938	105421303	-	0	0.684931506849	0.661764705882
chr1	17965057	17965184	+	0	1.0	1.0
chr20	44520912	44521123	+	0	0.998727735369	1.0
chr15	30053804	30053972	-	0	1.0	1.0
chr9	123927221	123927378	+	0	1.0	1.0
chrX	55777534	55777629	+	0	1.0	1.0
chr20	35153904	35153969	-	0	0.909090909091	0.944444444444
chr14	24648291	24648339	+	0	0.979166666667	0.975609756098
chr10	70516030	70516240	+	0	0.976744186047	0.942028985507
chr16	68381114	68381197	+	0	0.732394366197	0.739726027397
chr19	16259534	16259610	+	0	1.0	0.03125
chr7	26223321	26223404	+	0	1.0	1.0
chrX	107435703	107435810	-	0	1.0	1.0
chr2	54128487	54128696	-	0	0.996108949416	0.993333333333
chr14	21462128	21462222	+	0	1.0	1.0
chr17	7130974	7131102	-	0	1.0	1.0
chr12	102163799	102163969	-	0	1.0	1.0
chr3	122928046	122928246	+	0	1.0	1.0
chr16	27710855	27710920	+	0	0.642857142857	0.8
chr5	134231996	134232114	+	0	0.00613496932515	1.0
chr8	28218402	28218699	-	0	0.565217391304	0.983606557377
chr1	173806078	173806184	+	0	0.953125	0.963414634146
chr17	30685522	30685660	+	0	1.0	1.0
chr14	31604078	31604401	-	0	1.0	1.0
chr16	90015825	90016046	+	0	0.238993710692	0.0211267605634
chr12	111892849	111892923	-	0	0.0103092783505	0.04
chr17	73127060	73127200	-	0	0.993150684932	0.238683127572
chr2	96533188	96533329	-	0	1.0	1.0
chr8	145603076	145603179	+	0	1.0	1.0
chr17	19835118	19835291	-	0	0.986111111111	0.972222222222
chr12	57600256	57600524	+	0	1.0	1.0
chr19	648882	648975	-	1	1.0	1.0
chr3	195710983	195711147	-	0	1.0	1.0
chr3	37050305	37050396	+	0	0.9875	0.983606557377
chr20	61598055	61598084	+	1	0.999065420561	0.99860724234
chr1	46726399	46726687	+	0	0.823529411765	0.95652173913
chr9	139262089	139262428	-	0	0.08	1.0
chr20	23375559	23375636	-	0	0.989473684211	0.99
chr3	9918750	9918903	-	0	1.0	1.0
chr11	62566011	62566047	-	0	1.0	1.0
chr16	703341	703451	+	0	1.0	1.0
chr21	33076078	33076239	-	0	1.0	1.0
chr5	175959005	175959130	-	0	0.382352941176	0.988636363636
chr14	104179212	104179278	-	0	0.175	0.736842105263
chr3	53218890	53218990	+	0	1.0	1.0
chr17	42462316	42462444	-	0	1.0	1.0
chr22	36908507	36908649	-	0	0.997390737117	0.998179335457
chr19	48382293	48382387	-	0	0.996855345912	0.996551724138
chr1	200623569	200623710	-	0	0.0322580645161	0.016393442623
chr5	137846254	137846318	-	0	1.0	1.0
chr3	119198898	119199019	+	0	1.0	1.0
chr17	56582833	56582944	-	0	0.992647058824	0.993421052632
chr16	15014129	15014244	+	0	1.0	1.0
chr3	9724862	9724928	+	0	1.0	1.0
chr4	3445068	3445147	+	0	0.96511627907	0.925465838509
chr9	74312901	74313120	-	0	1.0	1.0
chr18	77097279	77097449	+	0	0.965517241379	1.0
chr2	32341188	32341281	+	0	1.0	1.0
chr16	5132560	5132674	+	0	1.0	1.0
chr2	97749685	97749772	-	0	1.0	1.0
chr15	91527248	91527370	-	0	1.0	0.992700729927
chr16	58571795	58571964	-	0	1.0	1.0
chr10	122648590	122649521	+	0	1.0	1.0
chr2	73493021	73493094	-	0	0.3	0.363636363636
chr8	48573480	48573565	+	0	0.00505050505051	0.0199004975124
chr5	137354644	137354835	-	0	0.2	0.6
chrX	100654732	100654788	-	0	0.0125	0.0125
chr4	184572137	184572284	-	0	1.0	1.0
chr6	56499599	56499751	-	0	1.0	1.0
chr2	215595135	215595232	-	0	1.0	1.0
chr19	43999408	43999491	-	0	1.0	1.0
chr11	43513570	43513713	+	0	1.0	1.0
chr17	61513415	61513513	-	0	1.0	1.0
chr6	26463472	26463753	+	0	0.977777777778	0.981132075472
chr1	19549118	19549328	-	0	1.0	1.0
chr1	53480562	53480715	+	0	1.0	1.0
chr1	43310182	43310355	-	0	1.0	1.0
chr19	36498027	36498170	-	0	0.69298245614	0.666666666667
chr1	145439778	145439925	+	0	1.0	1.0
chr8	144674817	144675063	-	0	0.00292682926829	0.00390625
chr8	22446811	22446887	+	0	0.962962962963	0.995815899582
chr14	24470072	24470142	+	0	0.21875	0.264705882353
chr3	120366724	120366758	-	0	0.999231950845	0.999360613811
chr4	187530955	187531169	-	0	1.0	1.0
chr16	47621579	47621674	+	0	1.0	1.0
chr22	50658073	50658220	-	0	1.0	1.0
chr6	144832080	144832259	+	0	1.0	1.0
chr1	52299689	52299842	-	0	1.0	1.0
chr15	56935150	56935195	-	0	1.0	1.0
chr9	35699971	35700078	-	0	1.0	1.0
chr2	207027213	207027338	+	0	1.0	1.0
chr1	43830857	43831047	-	0	0.986348122867	0.986486486486
chr2	207013744	207013820	-	0	0.993610223642	0.991071428571
chr6	345854	345928	+	0	0.992063492063	0.988505747126
chr19	50166445	50166515	-	0	1.0	1.0
chr16	10850547	10850637	+	0	0.991253644315	0.991935483871
chr19	8154983	8155135	-	0	0.5	0.875
chr6	170876006	170876097	+	0	1.0	1.0
chr9	139983321	139983457	+	0	1.0	1.0
chr10	134591175	134591286	+	0	1.0	1.0
chr22	27113216	27113422	+	0	1.0	1.0
chr10	102765215	102765472	+	0	1.0	1.0
chr1	54678174	54678331	+	0	0.9921875	0.987577639752
chr5	138657587	138657718	+	0	1.0	1.0
chr15	50741597	50741682	+	0	1.0	1.0
chr15	25925268	25925455	-	0	1.0	1.0
chr3	132350185	132350323	-	0	0.994505494505	0.990825688073
chr17	37818504	37818597	+	0	1.0	0.987460815047
chr1	114973420	114973534	-	0	0.888888888889	0.984126984127
chr22	29179496	29179633	+	0	1.0	1.0
chr5	118513052	118513179	+	0	1.0	1.0
chr9	20717793	20717867	+	0	1.0	1.0
chr2	233944045	233944108	+	0	1.0	1.0
chr12	109634813	109634958	+	0	1.0	1.0
chr11	800985	801120	-	0	1.0	0.555555555556
chr17	41607475	41607549	-	0	1.0	1.0
chr11	119243417	119244231	-	0	1.0	1.0
chr17	56283826	56283908	-	0	0.989361702128	0.967741935484
chr15	74000704	74000814	+	0	0.0192307692308	1.0
chr16	15180222	15180311	-	0	0.756756756757	0.895953757225
chr12	21661317	21661495	+	0	0.975609756098	0.96875
chr9	139301597	139302013	-	0	1.0	0.967479674797
chr9	139722946	139722998	+	0	1.0	1.0
chr12	57585103	57585295	+	0	0.989690721649	0.986301369863
chr14	77900185	77900274	-	0	1.0	1.0
chr4	8219972	8220074	+	0	0.0625	1.0
chr1	27687648	27687743	-	0	1.0	1.0
chr3	183961579	183961784	-	0	0.889570552147	0.933579335793
chr7	35053180	35053317	-	0	1.0	1.0
chr18	2929063	2929156	-	0	0.996875	0.997175141243
chr11	67828960	67829297	-	0	0.112195121951	0.0138248847926
chr3	179293191	179293292	+	0	0.0272727272727	0.108333333333
chr12	56436209	56437277	+	0	1.0	1.0
chr13	32978340	32978408	-	0	0.298701298701	0.289473684211
chr18	48442538	48442613	+	0	0.961538461538	0.977272727273
chr20	40045228	40045434	-	0	1.0	1.0
chr6	90494731	90494845	-	0	1.0	1.0
chr7	72384302	72384365	+	0	0.0886075949367	0.0769230769231
chr9	14857551	14857747	-	0	1.0	1.0
chr1	62189385	62189444	-	0	0.0324675324675	0.962962962963
chr12	100480053	100480136	-	0	1.0	1.0
chr13	113839799	113839874	-	0	0.993055555556	0.995535714286
chr14	64108017	64108125	-	0	0.0909090909091	0.333333333333
chr16	28878652	28878753	+	0	0.921052631579	1.0
chr17	76624000	76624117	-	0	0.16	0.192307692308
chr22	25601187	25601329	+	0	0.666666666667	0.923076923077
chr3	38051395	38051766	-	0	1.0	1.0
chr14	105929521	105929595	+	0	1.0	1.0
chr2	231313803	231313865	+	0	0.97619047619	0.984615384615
chr2	224824251	224824719	+	0	1.0	1.0
chr1	40207567	40208969	+	0	1.0	1.0
chr1	207943666	207943707	+	1	0.996642417459	0.995125913891
chr3	193354984	193355070	+	0	1.0	1.0
chr1	155698999	155699157	+	0	0.964705882353	0.974248927039
chr3	196754627	196754781	-	0	1.0	1.0
chr18	12964435	12964494	+	0	0.0020964360587	0.0020964360587
chr2	61258554	61259248	+	0	1.0	1.0
chr4	122722982	122723076	+	0	1.0	1.0
chr12	44199327	44199440	-	0	0.0204081632653	0.0943396226415
chr3	132400758	132400934	-	0	1.0	1.0
chr10	465005	465139	-	0	1.0	1.0
chr1	150727477	150727626	-	0	1.0	1.0
chr16	69370408	69370615	-	0	1.0	1.0
chr17	58125625	58125749	-	0	1.0	1.0
chr19	46003908	46003968	+	0	0.8	0.857142857143
chr12	53822680	53822794	+	0	0.666666666667	0.5
chr19	11521929	11522120	-	0	0.0344827586207	0.151515151515
chr2	191380996	191381110	-	0	1.0	1.0
chr3	52269045	52269122	-	0	1.0	1.0
chr1	44442262	44442331	+	0	0.99865410498	0.999180999181
chr4	13475942	13476030	-	0	1.0	1.0
chr1	93592789	93592856	+	1	0.992424242424	0.990825688073
chr19	33602630	33602808	+	0	1.0	1.0
chr12	113703985	113704161	+	0	1.0	1.0
chr2	210874363	210874460	+	1	0.0266666666667	0.950643776824
chr2	118704387	118704458	-	0	1.0	1.0
chr8	145535649	145535930	+	0	0.983870967742	1.0
chr12	109042739	109042796	-	0	1.0	1.0
chr4	891821	891946	-	0	1.0	1.0
chr19	19032652	19032773	+	0	1.0	1.0
